1,-1,1.565865678
1,435,26.205165608
1,451,3.159388644
2,-1,1.954490026
2,196,37.578283626
2,1344,2.679797167
3,-1,11.87376879
3,4,17.884945308
3,195,21.186834964
3,196,47.49756239
3,198,19.928862967
3,1349,13.496253569
4,3,17.884945308
4,7,15.361276057
4,198,14.066270695
4,1349,7.633661297
5,-1,18.61423301
5,6,27.907871344
5,9,52.9919973
5,10,26.263053544
5,11,24.460507921
5,1351,18.633096136
6,-1,9.293638334
6,5,27.907871344
6,9,43.671402624
7,-1,9.350099539
7,4,15.361276057
7,193,49.693202119
7,198,17.405193716
7,231,31.630982379
7,1348,11.209357561
7,1349,10.972584318
8,-1,19.3556182
8,13,47.7528599
8,14,31.41835482
8,97,26.539698855
8,98,28.574609898
8,99,38.60197619
8,503,23.705948473
9,-1,34.37776429
9,5,52.9919973
9,6,43.671402624
9,10,42.026584824
9,11,40.224039201
9,12,63.12811344
9,95,35.351087902
9,1341,36.444413202
9,1348,36.237022312
10,5,26.263053544
10,9,42.026584824
10,11,13.495095445
11,-1,5.846274911
11,5,24.460507921
11,9,40.224039201
11,10,13.495095445
11,1348,7.705532933
11,1350,6.202734197
12,-1,28.75034915
12,9,63.12811344
12,14,40.81308577
12,16,50.52979417
12,19,33.893068104
12,95,29.723672762
12,96,46.00467037
13,-1,28.3972417
13,8,47.7528599
13,15,44.79097361
13,18,37.375603803
13,98,37.616233398
13,100,42.54594152
13,102,42.78945503
13,1103,71.41087738
14,-1,12.06273662
14,8,31.41835482
14,12,40.81308577
14,16,33.84218164
14,96,29.31705784
14,97,19.246817275
15,13,44.79097361
15,20,23.245813266
15,97,23.577812565
15,98,25.612723608
15,102,30.78594524
16,-1,21.77944502
16,12,50.52979417
16,14,33.84218164
16,97,28.963525675
17,-1,25.58245699
17,231,47.86333983
17,232,35.82520737
17,233,30.972191563
17,235,36.88781054
17,239,35.97035783
17,242,38.58048835
17,1315,26.180999115
17,1341,27.649105902
17,1342,43.52152437
17,1348,27.441715012
18,13,37.375603803
18,100,23.127061923
18,1103,51.991997783
19,-1,5.142718954
19,12,33.893068104
20,-1,6.852081356
20,15,23.245813266
20,97,14.036162011
20,102,21.244294686
21,-1,6.292804098
21,521,17.721000018
21,524,7.869109099
21,1145,53.144962448
22,-1,49.7249245
22,25,67.07952594
22,31,77.99930739
22,37,56.157287789
22,44,56.266092143
22,101,60.03297254
22,105,68.25300877
22,520,55.997778579
22,1103,92.73856018
22,1145,96.57708285
23,-1,45.82364439
23,24,91.70633675
23,489,75.24985807
23,491,94.71295095
23,500,90.9732317
23,504,48.254231997
23,1107,53.176218292
23,1108,64.83312214
23,1144,91.30848342
24,-1,45.88269236
24,23,91.70633675
24,489,75.30890604
24,505,57.55580901
24,515,47.632276372
24,1108,64.89217011
24,1144,91.36753139
25,22,67.07952594
25,31,45.62898433
25,37,23.786964729
26,28,52.181024137
26,1342,25.211529597
27,-1,33.58468064
27,28,78.49324256
27,29,50.35720232
27,41,43.269342758
27,116,46.12636003
28,-1,44.90856192
28,26,52.181024137
28,27,78.49324256
28,35,76.93085752
28,116,57.45024131
28,1342,62.8476293
29,-1,16.77252168
29,27,50.35720232
29,1103,59.78615736
30,-1,5.121282049
30,36,15.015638339
30,108,32.078118229
30,521,16.549477969
31,-1,28.27438289
31,22,77.99930739
31,25,45.62898433
31,34,51.27056016
31,37,34.706746179
31,42,43.18860955
31,44,34.815550533
31,101,38.58243093
31,103,34.04258064
31,104,33.399523391
31,1103,71.28801857
32,-1,0.745438196
32,33,7.947290401
32,47,8.072142866
33,-1,7.201852205
33,32,7.947290401
33,45,7.936030653
33,47,14.528556875
33,106,22.960410135
33,579,38.312343895
33,580,10.912133555
33,585,37.439478415
33,595,19.729123775
33,1109,14.05111272
34,-1,22.99617727
34,31,51.27056016
34,43,66.71649656
34,103,28.76437502
34,104,28.121317771
34,1103,66.00981295
35,28,76.93085752
35,38,39.544015203
35,49,79.59721259
35,114,37.081584202
35,115,38.900334985
35,116,44.56397499
35,1342,49.96136298
36,-1,9.89435629
36,30,15.015638339
36,105,28.42244056
36,107,24.32171349
36,108,36.85119247
36,521,21.32255221
37,22,56.157287789
37,25,23.786964729
37,31,34.706746179
37,44,12.973530932
38,35,39.544015203
38,40,12.563258504
38,49,55.096636593
38,116,20.063398993
39,40,34.232519721
39,41,38.875642938
39,49,76.76589781
39,54,67.21141434
39,116,41.73266021
40,38,12.563258504
40,39,34.232519721
40,49,52.616455891
40,116,17.583218291
41,-1,9.684662118
41,27,43.269342758
41,39,38.875642938
41,54,47.705095638
41,116,22.226341508
42,-1,14.91422666
42,31,43.18860955
42,1247,51.34059765
43,-1,43.72031929
43,34,66.71649656
43,51,52.722487364
43,53,49.33033369
43,54,81.74075281
43,56,66.92163587
43,113,50.084202463
44,-1,6.541167643
44,22,56.266092143
44,31,34.815550533
44,37,12.973530932
44,105,25.069251913
45,33,7.936030653
45,580,4.444459798
45,585,30.971804658
46,-1,9.394067937
46,105,27.922152207
46,107,23.821425137
47,-1,7.32670467
47,32,8.072142866
47,33,14.528556875
47,50,15.711052542
47,595,19.85397624
48,318,4.312023962
48,320,5.484469029
48,321,5.474710662
48,330,3.976376166
49,-1,47.57491699
49,35,79.59721259
49,38,55.096636593
49,39,76.76589781
49,40,52.616455891
49,54,85.59535051
49,111,96.23514762
49,1338,59.23173824
49,1342,65.51398437
50,-1,8.384347872
50,47,15.711052542
50,563,11.678601225
50,586,11.544989112
51,43,52.722487364
51,54,47.022601594
51,113,15.366051247
52,-1,1.503967902
52,55,7.05423796
52,337,8.458670233
52,626,7.976807536
53,-1,5.6100144
53,43,49.33033369
53,56,28.81133098
